match_date,strategy,p1_name,p2_name,bet_side,odds,stake,won,pnl,bankroll_after
2026-01-06,flat_favorite,Denis Shapovalov,Raphael Collignon,P1,1.705,1.0,0,-1.0,76.305
2026-01-07,flat_favorite,Andrey Rublev,Yibing Wu,P1,1.44,1.0,1,0.44,76.745
2026-01-07,flat_favorite,Marin Cilic,Nuno Borges,P1,1.84,1.0,0,-1.0,75.745
2026-01-07,flat_favorite,Daniil Medvedev,Frances Tiafoe,P1,1.28,1.0,1,0.28,76.025
2026-01-07,flat_favorite,Kamil Majchrzak,Reilly Opelka,P2,1.755,1.0,0,-1.0,75.025
2026-01-07,flat_favorite,Alex Michelsen,Learner Tien,P2,1.52,1.0,0,-1.0,74.025
2026-01-08,flat_favorite,Marcos Giron,Alexandre Muller,P1,1.74,1.0,1,0.74,74.765
2026-01-08,flat_favorite,Karen Khachanov,Michael Mmoh,P1,1.3,1.0,0,-1.0,73.765
2026-01-08,flat_favorite,Botic Van De Zandschulp,Alexander Bublik,P2,1.43,1.0,1,0.43,74.195
2026-01-08,flat_favorite,Lorenzo Sonego,Juncheng Shang,P2,1.57,1.0,1,0.57,74.765
2026-01-08,flat_favorite,Quentin Halys,Brandon Nakashima,P2,1.405,1.0,1,0.405,75.17
2026-01-08,flat_favorite,Rinky Hijikata,Giovanni Mpetshi Perricard,P2,1.555,1.0,1,0.555,75.725
2026-01-08,flat_favorite,Grigor Dimitrov,Raphael Collignon,P1,1.65,1.0,0,-1.0,74.725
2026-01-09,flat_favorite,Alexander Bublik,Juncheng Shang,P1,1.48,1.0,1,0.48,75.205
2026-01-09,flat_favorite,Andrey Rublev,Nuno Borges,P1,1.45,1.0,1,0.45,75.655
2026-01-09,flat_favorite,Daniil Medvedev,Kamil Majchrzak,P1,1.135,1.0,1,0.135,75.79
2026-01-09,flat_favorite,Brandon Nakashima,Raphael Collignon,P1,1.595,1.0,1,0.595,76.385
2026-01-09,flat_favorite,Sebastian Korda,Alex Michelsen,P2,1.595,1.0,1,0.595,76.98
2026-01-10,flat_favorite,Marcos Giron,Alexander Bublik,P2,1.27,1.0,1,0.27,77.25
2026-01-10,flat_favorite,Andrey Rublev,Lorenzo Musetti,P2,1.81,1.0,1,0.81,78.06
2026-01-10,flat_favorite,Daniil Medvedev,Alex Michelsen,P1,1.26,1.0,1,0.26,78.32
2026-01-11,flat_favorite,Alexander Bublik,Lorenzo Musetti,P1,1.75,1.0,1,0.75,79.07
2026-01-11,flat_favorite,Daniil Medvedev,Brandon Nakashima,P1,1.26,1.0,1,0.26,79.33
2026-01-12,flat_favorite,Cameron Norrie,Hugo Gaston,P1,1.44,1.0,1,0.44,79.77
2026-01-12,flat_favorite,Jenson Brooksby,James Watt,P1,1.04,1.0,1,0.04,79.81
2026-01-12,flat_favorite,Francisco Comesana,Valentin Royer,P2,1.66,1.0,0,-1.0,78.81
2026-01-12,flat_favorite,Thanasi Kokkinakis,Sebastian Korda,P2,1.29,1.0,0,-1.0,77.81
2026-01-12,flat_favorite,Reilly Opelka,Alexei Popyrin,P2,1.77,1.0,0,-1.0,76.81
2026-01-12,flat_favorite,Daniel Altmaier,Jaume Munar,P2,1.37,1.0,1,0.37,77.18
2026-01-12,flat_favorite,Ugo Humbert,Terence Atmane,P1,1.29,1.0,1,0.29,77.47
2026-01-12,flat_favorite,Miomir Kecmanovic,Valentin Vacherot,P2,1.68,1.0,1,0.68,78.15
2026-01-13,flat_favorite,Marcos Giron,Alexandre Muller,P1,1.74,1.0,1,0.74,78.89
2026-01-13,flat_favorite,Gael Monfils,Fabian Marozsan,P2,1.58,1.0,1,0.58,79.47
2026-01-13,flat_favorite,Roberto Bautista Agut,Giovanni Mpetshi Perricard,P2,1.38,1.0,1,0.38,79.85
2026-01-13,flat_favorite,Mariano Navone,Alex Michelsen,P2,1.29,1.0,1,0.29,80.14
2026-01-13,flat_favorite,Marton Fucsovics,Ethan Quinn,P1,1.76,1.0,1,0.76,80.9
2026-01-13,flat_favorite,Quentin Halys,Jacob Fearnley,P1,1.58,1.0,1,0.58,81.48
2026-01-13,flat_favorite,Stefanos Tsitsipas,Aleksandar Vukic,P1,1.27,1.0,0,-1.0,80.48
2026-01-13,flat_favorite,Andrea Vavassori,Gabriel Diallo,P2,1.31,1.0,0,-1.0,79.48
2026-01-13,flat_favorite,Damir Dzumhur,Alexander Shevchenko,P2,1.65,1.0,1,0.65,80.13
2026-01-13,flat_favorite,James Duckworth,Tomas Machac,P2,1.6,1.0,1,0.6,80.73
2026-01-13,flat_favorite,Rinky Hijikata,Tristan Schoolkate,P1,1.6,1.0,1,0.6,81.33
2026-01-14,flat_favorite,Sebastian Baez,Jenson Brooksby,P2,1.5,1.0,0,-1.0,80.33
2026-01-14,flat_favorite,Casper Ruud,Fabian Marozsan,P1,1.4,1.0,0,-1.0,79.33
2026-01-14,flat_favorite,Nuno Borges,Eliot Spizzirri,P1,1.68,1.0,0,-1.0,78.33
2026-01-14,flat_favorite,Cameron Norrie,Giovanni Mpetshi Perricard,P1,1.7,1.0,0,-1.0,77.33
2026-01-14,flat_favorite,Alejandro Tabilo,Luciano Darderi,P1,1.56,1.0,0,-1.0,76.33
2026-01-14,flat_favorite,Reilly Opelka,Tommy Paul,P2,1.52,1.0,1,0.52,76.85
2026-01-14,flat_favorite,Aleksandar Vukic,Andrea Vavassori,P1,1.55,1.0,1,0.55,77.4
2026-01-14,flat_favorite,Jaume Munar,Francisco Cerundolo,P1,1.64,1.0,1,0.64,78.04
2026-01-14,flat_favorite,Tallon Griekspoor,Ugo Humbert,P2,1.5,1.0,1,0.5,78.54
2026-01-14,flat_favorite,Alejandro Davidovich Fokina,Rinky Hijikata,P1,1.33,1.0,1,0.33,78.87
2026-01-14,flat_favorite,Marton Fucsovics,Alexander Shevchenko,P1,1.42,1.0,0,-1.0,77.87
2026-01-14,flat_favorite,Quentin Halys,Tomas Machac,P2,1.56,1.0,1,0.56,78.43
2026-01-15,flat_favorite,Marcos Giron,Luciano Darderi,P1,1.37,1.0,1,0.37,78.8
2026-01-15,flat_favorite,Tommy Paul,Aleksandar Vukic,P1,1.21,1.0,1,0.21,79.01
2026-01-15,flat_favorite,Ugo Humbert,Alexander Shevchenko,P1,1.23,1.0,1,0.23,79.24
2026-01-15,flat_favorite,Alejandro Davidovich Fokina,Valentin Vacherot,P1,1.48,1.0,1,0.48,79.72
2026-01-15,flat_favorite,Jaume Munar,Tomas Machac,P2,1.68,1.0,1,0.68,80.4
2026-01-16,flat_favorite,Marcos Giron,Sebastian Baez,P1,1.47,1.0,0,-1.0,79.4
2026-01-16,flat_favorite,Sebastian Baez,Ben Shelton,P2,1.21,1.0,0,-1.0,78.4
2026-01-16,flat_favorite,Ugo Humbert,Alejandro Davidovich Fokina,P1,1.75,1.0,1,0.75,79.15
2026-01-16,flat_favorite,Tommy Paul,Tomas Machac,P1,1.56,1.0,0,-1.0,78.15
2026-01-17,flat_favorite,Ugo Humbert,Tomas Machac,P1,1.66,1.0,0,-1.0,77.15
2026-03-03,flat_favorite,Nikoloz Basilashvili,A C Cox,P2,1.4,1.0,1,0.4,77.55
2026-03-03,flat_favorite,Aleksandar Vukic,Dino Prizmic,P2,1.51,1.0,1,0.51,78.06
2026-03-03,flat_favorite,Mitchell Krueger,Dalibor Svrcina,P2,1.55,1.0,1,0.55,78.61
2026-03-03,flat_favorite,Dane Sweeny,Daniel Merida Aguilar,P2,1.59,1.0,1,0.59,79.2
2026-03-03,flat_favorite,Sho Shimabukuro,Martin Landaluce,P2,1.72,1.0,0,-1.0,78.2
2026-03-03,flat_favorite,Benjamin Bonzi,Soutatsu Mochizuki,P1,1.28,1.0,1,0.28,78.48
2026-03-03,flat_favorite,Vit Kopriva,Rei Sakamoto,P1,1.55,1.0,1,0.55,79.03
2026-03-03,flat_favorite,Moez Echargui,A A Bunt,P1,1.66,1.0,0,-1.0,78.03
2026-03-03,flat_favorite,A A Bunt,Francesco Maestrelli,P1,1.52,1.0,0,-1.0,77.03
2026-03-04,flat_favorite,Martin Damm,Camilo Ugo Carabelli,P1,1.53,1.0,0,-1.0,76.03
2026-03-04,flat_favorite,James Duckworth,Dalibor Svrcina,P2,1.38,1.0,1,0.38,76.41
2026-03-04,flat_favorite,Reilly Opelka,Ethan Quinn,P2,1.7,1.0,0,-1.0,75.41
2026-03-04,flat_favorite,Vit Kopriva,Dalibor Svrcina,P1,1.7,1.0,0,-1.0,74.41
2026-03-04,flat_favorite,Daniel Altmaier,Miomir Kecmanovic,P2,1.2,1.0,1,0.2,74.61
